Year,MonthNumber,MonthName,MonthKey,Quarter,DateKey,AccountKey,SubNumber,SubName,IsMaskedSubParent,AccountNumber,AccountName,ClaimsCategory,IsLoss,IssuedClaimsQty,IssuedClaimsPkgQty,PaidClaimsQty,PaidClaimsPkgQty,RegisteredClaimsQty,RegisteredClaimsPkgQty,PaidClaimsAmount,ClaimsDeclaredValue,ServiceAttribution,SourceFile
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Loss,Yes,8,8,3,3,0,0,513.45,223.69,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Damage,No,10,10,5,5,0,0,831.42,630.99,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Follow-up,No,3,3,1,1,0,0,44.15,20.33,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100011|TCH001,0009100011,Technology Operations,No,TCH001,Technology Operations - Central,Casualty,No,1,1,0,0,0,0,0.0,0.0,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Loss,Yes,1,1,0,0,0,0,0.0,0.0,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100012|MAI002,0009100012,Mail Services,No,MAI002,Mail Services - Regional,Damage,No,1,1,0,0,0,0,0.0,0.0,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Loss,Yes,2,2,1,1,0,0,128.65,67.79,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Damage,No,1,1,0,0,0,0,0.0,0.0,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN003,0009100013,Vendor Programs,No,VEN003,Vendor Programs - Print,Follow-up,No,1,1,0,0,0,0,0.0,0.0,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Loss,Yes,5,5,1,1,0,0,126.44,52.11,Not Available,SAMPLE_2025_01_Claims.xlsx
2025,1,Jan,202501,Q1,2025-01-01,0009100013|VEN004,0009100013,Vendor Programs,No,VEN004,Vendor Programs - Fulfilment,Damage,No,2,2,1,1,0,0,179.64,158.2,Not Available,SAMPLE_2025_01_Claims.xlsx
